5.00,3.15
11.00,3.28
13.00,3.39
14.00,3.32
15.00,3.32
16.00,3.03
19.00,3.57
21.00,2.91
22.00,3.07
23.00,3.32
26.00,2.96
29.00,3.58
30.00,3.49
33.00,3.50
35.00,3.54
38.00,3.58
39.00,3.56
40.00,3.45
41.00,3.48
45.00,2.95
48.00,3.07
50.00,3.07
52.00,3.56
57.00,2.91
59.00,3.47
60.00,3.41
61.00,2.78
62.00,3.57
63.00,3.43
73.00,3.36
77.00,2.95
83.00,3.58
85.00,3.10
87.00,2.81
89.00,3.24
90.00,3.51
92.00,2.76
93.00,2.97
99.00,3.21
100.00,3.03
102.00,3.13
104.00,3.35
108.00,3.14
110.00,3.25
113.00,3.50
117.00,3.30
119.00,3.54
122.00,2.96
123.00,3.40
131.00,3.40
134.00,2.72
136.00,3.07
142.00,3.34
143.00,3.54
144.00,3.47
145.00,3.00
147.00,3.50
154.00,3.09
155.00,2.97
160.00,3.50
163.00,2.18
167.00,2.93
169.00,3.57
179.00,2.65
188.00,3.17
191.00,3.33
192.00,3.09
199.00,3.28
200.00,3.42
202.00,3.25
203.00,2.29
204.00,3.56
206.00,3.07
207.00,3.52
209.00,3.16
214.00,3.16
216.00,3.23
218.00,3.09
219.00,3.33
221.00,3.24
223.00,3.44
224.00,3.40
225.00,3.43
226.00,3.57
227.00,3.29
229.00,3.43
232.00,3.57
237.00,3.40
240.00,3.30
242.00,3.21
245.00,2.67
251.00,3.58
260.00,3.31
261.00,3.58
262.00,3.33
264.00,2.79
267.00,3.39
268.00,3.39
276.00,3.52
279.00,2.87
282.00,3.52
284.00,3.02
290.00,3.30
293.00,3.25
294.00,3.49
302.00,2.87
304.00,3.56
305.00,2.56
308.00,3.39
310.00,3.43
319.00,3.26
321.00,3.26
324.00,3.33
326.00,3.34
328.00,3.03
329.00,2.73
333.00,3.35
335.00,2.50
337.00,3.53
340.00,3.53
344.00,2.96
349.00,3.25
352.00,3.48
355.00,3.45
357.00,3.29
361.00,3.54
362.00,3.29
364.00,3.14
365.00,3.34
369.00,3.20
371.00,3.50
373.00,3.56
378.00,3.51
383.00,3.57
386.00,3.32
389.00,3.56
392.00,3.47
393.00,3.58
394.00,3.34
396.00,3.56
406.00,3.31
407.00,3.44
411.00,3.28
414.00,3.07
418.00,3.55
422.00,3.30
423.00,2.50
429.00,3.35
432.00,2.99
433.00,3.39
438.00,3.53
445.00,3.32
448.00,3.43
454.00,3.22
456.00,3.39
458.00,3.53
460.00,3.36
461.00,3.22
462.00,3.54
463.00,3.00
465.00,3.54
467.00,3.20
474.00,3.38
477.00,3.58
480.00,3.41
482.00,3.26
483.00,2.93
487.00,3.34
488.00,3.56
489.00,3.33
