1.00,4.19
2.00,3.71
3.00,3.90
4.00,4.19
6.00,3.90
7.00,4.32
8.00,3.88
9.00,3.74
10.00,4.11
12.00,3.83
17.00,4.08
18.00,3.65
20.00,4.08
24.00,3.95
25.00,3.74
27.00,4.17
28.00,3.76
31.00,3.73
32.00,3.62
34.00,3.87
36.00,4.20
37.00,3.70
42.00,3.74
43.00,4.12
44.00,3.63
46.00,4.22
47.00,3.91
49.00,3.71
51.00,3.82
53.00,4.24
54.00,4.03
55.00,4.12
56.00,3.97
58.00,3.97
64.00,4.15
65.00,4.35
66.00,3.85
67.00,4.30
68.00,3.75
69.00,4.15
70.00,3.70
71.00,3.76
72.00,3.70
74.00,4.05
75.00,4.01
76.00,4.17
78.00,3.66
79.00,3.65
80.00,3.90
81.00,4.42
82.00,4.02
84.00,3.84
86.00,4.31
88.00,4.15
91.00,4.70
94.00,3.86
95.00,3.60
96.00,3.60
97.00,4.47
98.00,3.80
101.00,4.68
103.00,4.05
105.00,4.30
106.00,4.02
107.00,3.74
109.00,4.00
111.00,3.73
112.00,4.18
114.00,3.69
115.00,3.84
116.00,3.80
118.00,3.77
120.00,3.62
121.00,4.42
124.00,4.17
125.00,4.10
126.00,4.00
127.00,3.84
128.00,4.36
129.00,4.03
130.00,4.31
132.00,3.97
133.00,3.77
135.00,3.66
137.00,3.61
138.00,4.49
139.00,3.88
140.00,3.82
141.00,3.70
146.00,3.77
148.00,3.73
149.00,3.94
150.00,4.02
151.00,3.65
152.00,4.12
153.00,4.08
156.00,4.24
157.00,3.72
158.00,4.00
159.00,3.78
161.00,4.47
162.00,4.12
164.00,4.38
165.00,3.98
166.00,3.69
168.00,3.85
170.00,3.99
171.00,4.00
172.00,3.61
173.00,3.97
174.00,3.65
175.00,3.98
176.00,3.62
177.00,4.11
178.00,3.84
180.00,3.69
181.00,3.60
182.00,3.83
183.00,4.10
184.00,4.08
185.00,3.59
186.00,4.25
187.00,4.08
189.00,4.00
190.00,3.70
193.00,3.68
194.00,3.98
195.00,3.89
196.00,4.06
197.00,3.91
198.00,3.75
201.00,3.95
205.00,4.06
208.00,3.65
210.00,4.03
211.00,3.86
212.00,3.85
213.00,4.23
215.00,4.56
217.00,3.70
220.00,4.22
222.00,4.09
228.00,4.00
230.00,4.09
231.00,4.23
233.00,4.58
234.00,4.31
235.00,4.09
236.00,3.69
238.00,3.79
239.00,4.14
241.00,3.96
243.00,3.61
244.00,4.11
246.00,4.00
247.00,3.94
248.00,4.21
249.00,3.95
250.00,3.75
252.00,4.02
253.00,3.92
254.00,3.78
255.00,4.02
256.00,3.85
257.00,4.45
258.00,3.72
259.00,4.04
263.00,3.66
265.00,4.19
266.00,4.52
269.00,3.80
270.00,4.20
271.00,3.96
272.00,3.65
273.00,3.73
274.00,4.24
275.00,4.25
277.00,3.73
278.00,3.96
280.00,3.94
281.00,3.89
283.00,4.96
285.00,4.17
286.00,3.88
287.00,3.71
288.00,4.59
289.00,3.91
291.00,4.14
292.00,3.76
295.00,3.76
296.00,3.60
297.00,4.00
298.00,3.93
299.00,4.16
300.00,4.18
301.00,3.80
303.00,3.86
306.00,3.94
307.00,4.59
309.00,4.04
311.00,4.15
312.00,3.74
313.00,4.04
314.00,3.70
315.00,3.86
316.00,4.12
317.00,3.81
318.00,3.95
320.00,4.24
322.00,4.45
323.00,3.79
325.00,4.05
327.00,3.67
330.00,4.01
331.00,3.77
332.00,4.28
334.00,3.95
336.00,4.31
338.00,3.67
339.00,4.02
341.00,4.20
342.00,3.69
343.00,4.05
345.00,4.40
346.00,4.31
347.00,3.88
348.00,3.78
350.00,3.94
351.00,3.76
353.00,3.92
354.00,3.59
356.00,4.38
358.00,3.85
359.00,3.86
360.00,3.64
363.00,3.74
366.00,4.07
367.00,4.25
368.00,3.78
370.00,3.75
372.00,4.55
374.00,4.40
375.00,4.08
376.00,4.11
377.00,3.90
379.00,4.23
380.00,3.72
381.00,4.11
382.00,4.02
384.00,3.59
385.00,3.96
387.00,3.68
388.00,3.88
390.00,3.67
391.00,3.73
395.00,3.61
397.00,3.88
398.00,3.81
399.00,4.16
400.00,3.88
401.00,3.87
402.00,3.59
403.00,3.80
404.00,4.14
405.00,3.80
408.00,4.35
409.00,3.92
410.00,3.97
412.00,4.40
413.00,4.40
415.00,3.87
416.00,3.76
417.00,4.05
419.00,3.96
420.00,4.36
421.00,4.25
424.00,3.74
425.00,3.66
426.00,3.76
427.00,4.11
428.00,3.90
430.00,3.97
431.00,3.63
434.00,4.02
435.00,3.83
436.00,3.83
437.00,4.31
439.00,3.90
440.00,3.59
441.00,3.96
442.00,3.85
443.00,3.82
444.00,4.00
446.00,4.84
447.00,4.84
449.00,3.72
450.00,4.20
451.00,4.51
452.00,4.43
453.00,3.66
455.00,4.20
457.00,3.71
459.00,3.69
464.00,3.61
466.00,4.14
468.00,3.73
469.00,4.33
470.00,3.81
471.00,3.63
472.00,4.02
473.00,4.16
475.00,3.83
476.00,3.84
478.00,3.87
479.00,3.83
481.00,3.70
484.00,3.74
485.00,4.04
486.00,4.05
490.00,3.77
491.00,3.68
492.00,3.94
493.00,3.85
494.00,4.16
495.00,3.80
496.00,4.29
498.00,3.65
499.00,3.97
500.00,3.63
502.00,4.08
503.00,4.45
504.00,3.81
505.00,4.22
507.00,3.95
510.00,3.83
511.00,3.74
512.00,3.84
514.00,4.20
515.00,3.73
517.00,3.96
518.00,4.35
520.00,3.94
521.00,4.29
522.00,3.84
523.00,4.06
524.00,3.61
525.00,4.03
526.00,3.90
527.00,4.08
529.00,4.20
530.00,4.00
532.00,3.86
534.00,3.75
536.00,3.94
537.00,4.31
538.00,4.46
539.00,3.92
542.00,3.76
543.00,4.08
544.00,3.78
547.00,3.86
549.00,3.76
551.00,3.82
552.00,3.76
553.00,4.16
555.00,3.82
557.00,3.88
558.00,3.68
560.00,3.90
561.00,3.72
562.00,3.70
564.00,4.00
567.00,4.58
568.00,4.44
571.00,3.71
573.00,3.97
574.00,4.10
575.00,3.66
576.00,3.67
577.00,4.49
578.00,3.96
579.00,3.86
581.00,3.67
582.00,4.28
583.00,4.04
584.00,4.29
586.00,4.49
588.00,4.06
589.00,4.00
590.00,4.14
592.00,4.39
593.00,3.64
594.00,4.30
595.00,3.95
597.00,4.47
599.00,3.85
600.00,3.65
605.00,4.05
606.00,4.03
607.00,4.16
609.00,4.35
611.00,3.94
614.00,3.83
615.00,4.13
616.00,3.95
617.00,4.09
619.00,3.91
622.00,3.91
623.00,4.23
624.00,3.68
625.00,4.00
626.00,4.06
628.00,3.90
630.00,4.25
631.00,3.79
632.00,3.79
634.00,4.01
635.00,4.31
636.00,4.06
637.00,3.76
638.00,4.18
639.00,3.70
640.00,4.33
641.00,4.01
642.00,4.11
645.00,4.48
646.00,3.80
648.00,3.72
649.00,3.66
650.00,3.89
651.00,3.61
653.00,4.14
656.00,3.87
657.00,4.02
659.00,3.70
661.00,4.65
664.00,4.03
666.00,3.89
669.00,3.85
671.00,4.26
672.00,3.87
674.00,4.28
677.00,3.89
678.00,3.68
679.00,3.93
681.00,4.24
682.00,4.73
683.00,3.59
684.00,3.89
686.00,3.78
688.00,3.75
690.00,4.31
691.00,4.17
692.00,3.82
693.00,3.89
694.00,3.62
696.00,3.80
697.00,3.80
700.00,3.88
703.00,4.10
707.00,3.62
708.00,3.85
711.00,4.00
714.00,4.16
715.00,3.89
716.00,4.20
718.00,3.78
722.00,3.91
723.00,3.83
724.00,3.64
725.00,4.20
726.00,3.93
727.00,3.70
730.00,3.77
731.00,3.78
733.00,4.06
734.00,3.73
735.00,3.59
736.00,3.93
739.00,4.35
740.00,4.24
742.00,3.95
747.00,3.59
748.00,3.98
750.00,4.32
751.00,3.88
753.00,3.78
754.00,3.78
755.00,4.11
756.00,3.97
758.00,4.00
759.00,3.59
760.00,4.27
761.00,4.55
762.00,3.72
763.00,3.73
764.00,4.53
766.00,3.94
767.00,4.02
768.00,4.44
769.00,3.82
771.00,3.77
773.00,3.59
775.00,4.00
776.00,3.77
778.00,3.79
784.00,4.07
786.00,4.06
787.00,3.59
790.00,4.35
791.00,3.97
794.00,3.95
797.00,4.04
799.00,3.60
801.00,3.66
802.00,3.94
803.00,3.71
805.00,3.84
806.00,4.17
807.00,3.97
809.00,4.03
810.00,3.82
811.00,4.18
812.00,3.74
814.00,4.06
815.00,4.07
816.00,3.70
817.00,4.01
818.00,3.73
822.00,3.72
823.00,3.87
824.00,3.65
825.00,3.62
827.00,3.95
829.00,4.23
830.00,3.61
831.00,4.11
833.00,4.05
834.00,4.16
838.00,4.09
839.00,3.99
840.00,4.22
842.00,3.84
843.00,3.94
845.00,3.98
846.00,3.92
847.00,3.61
848.00,4.18
851.00,3.59
852.00,4.12
853.00,3.89
857.00,4.17
858.00,4.19
861.00,3.94
862.00,3.67
863.00,4.23
864.00,4.05
865.00,3.81
867.00,3.66
868.00,3.60
870.00,3.61
871.00,3.91
872.00,3.64
873.00,3.84
874.00,3.79
875.00,4.08
876.00,3.83
878.00,4.14
879.00,4.03
882.00,4.09
884.00,4.01
885.00,4.14
886.00,3.63
888.00,3.78
890.00,3.97
891.00,3.74
892.00,3.91
894.00,4.44
895.00,3.95
896.00,3.98
898.00,4.08
901.00,3.61
902.00,4.28
905.00,3.79
907.00,3.95
909.00,3.90
910.00,3.60
911.00,3.87
912.00,3.72
914.00,4.28
916.00,3.95
917.00,4.07
919.00,3.94
921.00,3.70
923.00,3.61
924.00,3.99
926.00,4.25
928.00,4.33
929.00,3.68
931.00,4.03
932.00,4.45
933.00,3.71
937.00,3.73
938.00,3.87
939.00,3.76
942.00,4.04
943.00,4.30
944.00,3.84
945.00,3.62
946.00,4.30
948.00,3.74
949.00,3.93
951.00,4.52
952.00,3.99
953.00,4.69
954.00,3.78
956.00,3.99
957.00,4.27
958.00,3.91
959.00,3.74
960.00,3.94
961.00,3.74
962.00,4.04
964.00,3.72
965.00,4.12
968.00,4.13
969.00,4.12
974.00,3.73
977.00,3.76
978.00,3.89
979.00,4.04
982.00,4.18
983.00,4.12
985.00,4.21
986.00,3.77
987.00,4.02
988.00,3.85
989.00,4.68
991.00,3.75
994.00,4.15
995.00,3.90
996.00,3.94
997.00,3.93
998.00,4.12
1000.00,4.13
1001.00,3.65
1002.00,4.14
1003.00,4.14
1005.00,4.14
1007.00,4.22
1008.00,3.84
1009.00,3.83
1011.00,3.70
1013.00,3.85
1015.00,3.73
1016.00,3.79
1018.00,4.16
1020.00,3.99
1021.00,4.69
1023.00,4.07
1024.00,3.70
1025.00,3.76
1026.00,4.00
1027.00,3.83
1028.00,3.97
1031.00,4.07
1032.00,3.94
1035.00,3.82
1036.00,4.32
1038.00,3.93
1040.00,4.24
1041.00,4.32
1043.00,3.92
1044.00,3.76
1046.00,3.88
1047.00,3.88
1048.00,4.00
1052.00,4.34
1054.00,3.89
1057.00,3.73
1058.00,3.80
1061.00,3.98
1062.00,4.48
1063.00,4.18
1064.00,3.71
1065.00,3.72
1067.00,3.97
1068.00,3.73
1070.00,3.62
1071.00,4.43
1072.00,4.05
1073.00,4.15
1075.00,4.05
1077.00,4.02
1078.00,3.98
1079.00,3.59
1080.00,3.74
1081.00,4.15
1082.00,4.33
1085.00,3.71
1086.00,3.86
1087.00,3.79
1089.00,4.00
1092.00,4.06
1094.00,3.62
1095.00,4.00
1098.00,4.19
1104.00,3.83
1105.00,3.93
1106.00,3.78
1107.00,3.71
1108.00,4.11
1110.00,4.33
1111.00,4.03
1113.00,3.97
1116.00,3.87
1117.00,3.78
1118.00,3.67
1119.00,3.79
1120.00,3.76
1121.00,3.96
1124.00,3.77
1126.00,3.76
1129.00,4.15
1130.00,3.85
1131.00,4.80
1132.00,4.34
1134.00,4.42
1135.00,3.81
1137.00,3.74
1138.00,3.66
1139.00,3.91
1140.00,3.76
1143.00,4.30
1144.00,3.77
1148.00,3.80
1151.00,3.77
1157.00,4.27
1158.00,3.64
1161.00,3.97
1163.00,3.64
1170.00,4.01
1171.00,4.32
1175.00,4.21
1176.00,4.14
1177.00,3.97
1179.00,3.66
1180.00,4.46
1183.00,3.68
1185.00,3.64
1186.00,4.30
1188.00,4.16
1189.00,3.76
1190.00,4.04
1191.00,4.30
1192.00,4.38
1195.00,3.72
1196.00,3.88
1197.00,4.17
1198.00,3.66
1199.00,3.63
1203.00,3.71
1205.00,3.94
1208.00,4.02
1210.00,3.90
1211.00,3.86
1212.00,3.86
1213.00,4.04
1215.00,4.03
1216.00,3.69
1217.00,4.24
